	评论
64	小可爱今天上午刚刚到家，银色在是我想要的，物流很快，后台服务要非常好，很满意，物美价廉！下次还会买。
65	话不多说，就是满意，满意！
66	质量没问题，开机运行挺快，买来记录课件，轻薄便携，很适合我。
67	发货速度快，买来送给孩子的生日礼物，他很喜欢，用来学习打游戏办公都可以。
68	此用户没有填写评论!
69	速度快。客服好。产品OK
70	结实好用，速度快，价格适中，满意值得入手
71	屏幕清晰，内存大，运行快，值得拥有
72	收到电脑用了两天才评论，电脑非常好用，物流很快，性价比很高，操作起来也很流畅，没有卡机，目前主要就是用来办公，还是很满意的。
73	外观材质：颜值高，挺喜欢这个颜色的 电脑性能：速度快，挺好的
74	真不错，这样子看的很清楚的，速度也够快，不像以前的电脑，至于性能还没开始用至少目前还不知道
75	开箱验货第一眼就喜欢上了这个颜色，机子足够轻薄，运行速度很快，待机也是蛮久的满电可持续使用三个多小时，散热风扇声不明显，虽然效果是不错的，完美
76	平板质量非常好，运行速度快，与卖家描述一致，很满意的一次购物
77	东西很不错，很漂亮很好用，性价比很高，第一次网购，买到了很满意的东西，挺好的电脑，下次还买
78	电脑反应很灵敏 轻薄非常有质感 颜色好看 很满意
79	第一次使用戴睿的电脑，刚上手，觉得挺好的，物流快，客服有礼貌。价格实惠不容错过。兄弟们赶快上手。
80	正品，挺好用的，大哥无聊时用了大游戏一点也不卡。
81	外观设计精致，配置好，运航速度快，好用。
82	包装仔细，没有磕碰哦，电脑己装好，满意
83	电脑收到了，开机速度快，颜值很好，运行流畅挺不错的！
84	此用户没有填写评论!
85	暂时用起来还好，就是时间久了会发烫
86	非常不错，很好用，不卡，颜色好看
87	真的超级赞👍 颜色特别好看，没有色差，质量也很好，有保证，不错，值得推荐。
88	电脑款式好看，玩游戏也不卡顿，键盘非常灵敏，非常喜欢
89	电脑性能：电脑性能还是可以的。开机速度啊什么的都挺好。现在还没有安装CAD之类的大型软件。运行的运行现在还比较流畅。
90	此用户没有填写评论!
91	笔记本电脑是朋友推荐的，用了真的一点不卡，很好的
92	收到货很快，开机速度也还可以，暂时用的功能不多，选这个笔记本，就是看中它的性价比高。希望功能满足我的日常使用。
93	价格实惠，配置很高，运行速度很快！
94	电脑到了，挺不错的， 电脑性能：性能挺好的，不卡顿，手感也可以
95	电脑很好的，开机很快，整体运营速度很快，屏幕很清晰，办公很方便
96	刚收到货的时候声音滋啦滋啦有杂声，开关机重新启动发现屏幕上面有光点，售后直接回了一句不影响使用真是醉了，强烈建议大家不用再购买，好心情没弄到弄了个心塞，郁闷，退货快递一直说没收到商家的下单，迟迟不处理
97	电脑比我想象中的好，没有我想象中的这么薄，送了鼠标和鼠标垫，客服也很耐心，每一步都耐心的教我激活电脑，快递到货也很快，比预算的提前了一条
98	外观好看是自己喜欢的，运行速度快，真正的好电脑
99	孩子初三了，在家里网课，就给他备了笔记本电脑，这样方便很多
100	电脑外观简洁大方，性价比高，支持国货，客服也很赞👍🏻
101	质量很好，外观好看，内存很大，玩游戏很顺畅
102	开机速度快，显示屏显示色彩饱满，总体来讲很不错的一款笔记本，机子相对比同类大小的笔记本，颜值爆表高大上，运行速度很不错款式外观很喜欢，满意！
103	电脑性能：性能不错，不卡，运行流畅，内存大，颜色好看！
104	内存空间很大，运行速度快，手感很好，值得购买！
105	发货快，高清，使用流畅，一点也不卡顿
106	电脑不错，做电商用足够。我就打单用，颜色也骚气，也轻，速度也可以，用起不卡
107	速度很快，是正品，携带方便，价格实惠
108	是正品质量不错，速度流畅
109	已经用上几天了，质量真的很好，屏显清晰，不卡机，满意
110	此用户没有填写评论!
111	电脑配置高，用着很流畅，散热也很好。
112	声音清晰，非常流畅，质量很好，用着不错。
113	电脑用了几天才来评价，好用，画面清晰。不卡顿
114	这个电脑设计的不错，质量方面很好！
115	收到了很是惊喜  电脑手感很好  反应灵敏  喜欢
116	运行速度很快，内存也够用 ，屏幕清晰，非常满意
117	用了一段时间才来评价，平时不用这个玩游戏也不知道游戏性能怎么样，不过用来看视频或者办公确实可以，不卡开机也快，性价比真的高，就是屏幕有点大了。适合学生党  可以入手试试
118	价格很实惠！红色很漂亮！有了它出去办公方便很多！先用一段时间，后面再给大家追平哦！
119	全屏播放视频是真的卡，其他都行，显卡真不行。说给送的整点礼物也没到。客服是真的真的不行，反应问题后，没有结果，不是拖着就是得追着客服问。
120	笔记本电脑挺好用，操作很灵敏，很流畅，挺不错的
121	此用户没有填写评论!
122	已经到手了，质量不错，运行速度流畅，画面清晰。
123	电脑很满意了，速度很快很流畅，颜色很正，是我喜欢的，值得推荐
124	对比了很多家，挺不错的，没失望，笔记本电脑携带也方便，很满意
125	上网速度很快，反应灵敏不卡顿，平时工作用着很好
126	笔记本很好使，运行速度超快，用起来太爽了。
127	此用户没有填写评论!
128	包装严实仔细，内存空间大，网速快不卡顿
129	画面清晰度很高，运行速度快。质量杠杠的
130	非常的高清，质量也非常的好，反应灵敏，非常的流畅。
131	外观很不错，看着很舒服，反应非常快
132	显卡效果好，电脑性能不错
133	好！！！
134	还行吧，手感也挺好的，不错哦，价格也挺实惠，跟他们评论的也一样，强烈推荐哦
135	其他游戏玩起来不知道怎么样，和平精英真不能玩
136	笔记本反应快，用着很流畅，画面清晰，很好用
137	质量很好做工精细，反应灵敏屏幕高清，物超所值
138	外形漂亮，画面清晰，使用顺畅，性价比高
139	真是超级不错，包装很好还送了鼠标和鼠标垫，太赞了，而且客服也很有耐心的讲解不会的地方，电脑拿回来也很好看，功能什么的也很不错，价钱也很奈斯，真是办公的不二之选！
140	挺好的，玩游戏也流畅，办公那些也完全没问题，好评
141	其他特色：电脑真的很轻，很薄，起初懂怎么激活，问了客服后耐心告知，很快就解决。本人是办公用，很满意。。。很满意。。。
142	此用户没有填写评论!
143	电脑质量蛮好，运行顺畅
144	笔记本电脑很好用，办公软件很流畅，好评
145	性价比很高，配置也不错，外观也喜欢，美美哒
146	性能很不错，性价比也很高，运行流畅
147	电脑第一个就是包装严实、用起来方便、轻薄、 值得入手、 价格也合理、老板服务也很好！ 不知道的问题及时解决了、值得入手！
148	笔记本电脑很漂亮，也很轻薄，各种接口齐全，还赠送了配件，物流速度很快，总体来说购物体验满意。客服的态度也很及时。好评吧！
149	此用户没有填写评论!
150	电脑性能不错 两天就到了 办公非常不错
151	收到货后打开包装后没想到哪到本本的时候首先外观设计惊艳到我了，开机后画面清晰，反应速度流畅。我那的是16g的很好，正好晚上加班干到通宵，本本也不发烫，一次愉快的购物，客服妹妹服务态度超棒，解答很多疑难问题。总之值得推荐给大家
152	此用户没有填写评论!
153	刚好过年到了，正好电脑收到了，新年新气象，新年红杠杠的
154	整体还行  毕竟这个价位
155	这个电脑 启动快 使用性强 非常喜欢质量不错 客服也很好 回答也很快 希望大家去购买&hellip;
156	用着很不错。显卡效果很好，性能好
157	目前运行速度很快 办公刷网课都没问题
158	买回来就打开用了，玩游戏不卡很流畅，非常喜欢
159	电脑不错，运行快，颜值高，超赞👍！
160	用了几天才评论，目前没什么问题，反应挺快的
161	质量杠杠的，运行速度快，颜色好看，值得信赖哦
162	速度快，反应灵敏，价格实惠，性价比高
163	礼品精美.电脑很漂亮 物流也跟给力 ，非常满意的一次购物，会推荐给朋友的
164	商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~
